date,region,river,basin,elevation,temperature,precipitation,snowmelt,river_level,flood_threshold,flood_status,soil_moisture,upstream_dam_level
2018-06-26,Balykchy_Town,Chu,Issyk-Kul,1600,21.7,119.7,50.0,4.76,2.0,1,95.03,
2018-06-26,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,20.9,106.7,50.0,4.5,1.6,1,91.18,
2018-06-26,Toktogul_Dam,Naryn,Naryn,870,20.7,74.2,50.0,3.69,4.5,0,94.61,
2018-06-26,Naryn_City,Naryn,Naryn,2050,15.0,90.4,50.0,4.01,3.2,1,100.0,82.0
2018-06-26,Kazarman_Area,Naryn,Naryn,1300,13.5,88.0,50.0,3.96,2.8,1,94.31,82.0
2018-06-26,Talas_City,Talas,Talas,1280,15.6,60.4,50.0,3.23,2.3,1,100.0,79.21052631578948
2018-06-26,Kirov_Dam,Talas,Talas,1090,16.6,49.7,50.0,3.01,3.8,0,100.0,
2018-06-26,Osh_City,Ak-Buura,Ferghana,940,23.9,100.9,50.0,4.36,2.4,1,100.0,
2018-06-26,Jalal-Abad_City,Kogart,Ferghana,760,25.7,102.5,50.0,4.39,2.1,1,100.0,
2018-06-26,Batken_Area,Syr Darya,Ferghana,1050,20.6,99.3,50.0,4.33,2.6,1,100.0,
2018-06-26,Arslanbob_Valley,Arslanbob,Ferghana,1600,17.5,108.5,50.0,4.51,1.7,1,100.0,
2018-06-26,Song-Kul_Lake,Son-Kul,Naryn,3016,8.8,103.7,50.0,4.28,1.2,1,99.03999999999999,
2018-06-26,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,14.6,98.6,50.0,4.17,1.4,1,100.0,
2018-06-27,Bishkek_City,Ala-Archa,Chu,800,17.9,48.3,50.0,2.92,2.5,1,100.0,
2018-06-27,Tokmok_Area,Chu,Chu,820,17.5,34.7,50.0,2.65,2.8,0,100.0,
2018-06-27,Kemin_District,Chon-Kemin,Chu,1300,9.7,44.6,50.0,2.84,1.8,1,100.0,
2018-06-27,Sokuluk_Valley,Sokuluk,Chu,1100,18.1,57.4,50.0,3.1,1.7,1,100.0,
2018-06-27,Karakol_City,Karakol,Issyk-Kul,1750,15.3,81.1,50.0,3.79,1.9,1,95.87,
2018-06-27,Balykchy_Town,Chu,Issyk-Kul,1600,10.7,63.3,50.0,3.44,2.0,1,100.0,
2018-06-27,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,19.0,73.9,50.0,3.65,1.6,1,100.0,
2018-06-27,Toktogul_Dam,Naryn,Naryn,870,17.4,73.0,50.0,3.55,4.5,0,100.0,
2018-06-27,Naryn_City,Naryn,Naryn,2050,14.2,71.7,50.0,3.53,3.2,1,100.0,78.88888888888889
2018-06-27,Kazarman_Area,Naryn,Naryn,1300,15.1,72.9,50.0,3.55,2.8,1,100.0,78.88888888888889
2018-06-27,Talas_City,Talas,Talas,1280,13.0,31.2,50.0,2.56,2.3,1,100.0,77.10526315789474
2018-06-27,Kirov_Dam,Talas,Talas,1090,13.4,49.5,50.0,2.93,3.8,0,96.59,
2018-06-27,Osh_City,Ak-Buura,Ferghana,940,19.8,56.0,50.0,3.23,2.4,1,100.0,
2018-06-27,Jalal-Abad_City,Kogart,Ferghana,760,20.9,62.5,50.0,3.36,2.1,1,100.0,
2018-06-27,Batken_Area,Syr Darya,Ferghana,1050,16.6,75.9,50.0,3.63,2.6,1,100.0,
2018-06-27,Arslanbob_Valley,Arslanbob,Ferghana,1600,16.1,79.5,50.0,3.7,1.7,1,100.0,
2018-06-27,Song-Kul_Lake,Son-Kul,Naryn,3016,7.2,100.8,43.2,3.9,1.2,1,100.0,
2018-06-27,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,13.5,92.6,50.0,4.01,1.4,1,100.0,
2018-06-28,Bishkek_City,Ala-Archa,Chu,800,18.3,69.1,50.0,3.46,2.5,1,100.0,
2018-06-28,Tokmok_Area,Chu,Chu,820,19.1,58.0,50.0,3.23,2.8,1,100.0,
2018-06-28,Kemin_District,Chon-Kemin,Chu,1300,13.9,70.9,50.0,3.49,1.8,1,100.0,
2018-06-28,Sokuluk_Valley,Sokuluk,Chu,1100,17.7,79.2,50.0,3.66,1.7,1,100.0,
2018-06-28,Karakol_City,Karakol,Issyk-Kul,1750,15.2,70.0,50.0,3.5,1.9,1,100.0,
2018-06-28,Balykchy_Town,Chu,Issyk-Kul,1600,13.8,84.9,50.0,3.8,2.0,1,100.0,
2018-06-28,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,16.2,73.7,50.0,3.58,1.6,1,100.0,
2018-06-28,Toktogul_Dam,Naryn,Naryn,870,6.8,0.0,40.6,1.15,4.5,0,96.02,
2018-06-28,Naryn_City,Naryn,Naryn,2050,5.3,0.0,31.5,0.87,3.2,0,100.0,25.555555555555554
2018-06-28,Kazarman_Area,Naryn,Naryn,1300,3.5,0.0,21.1,0.56,2.8,0,100.0,25.555555555555554
2018-06-28,Talas_City,Talas,Talas,1280,17.8,103.2,50.0,4.25,2.3,1,100.0,93.15789473684211
2018-06-28,Kirov_Dam,Talas,Talas,1090,20.7,67.9,50.0,3.54,3.8,0,100.0,
2018-06-28,Osh_City,Ak-Buura,Ferghana,940,17.1,67.7,50.0,3.34,2.4,1,100.0,
2018-06-28,Jalal-Abad_City,Kogart,Ferghana,760,17.9,52.4,50.0,3.03,2.1,1,100.0,
2018-06-28,Batken_Area,Syr Darya,Ferghana,1050,19.2,57.4,50.0,3.13,2.6,1,100.0,
2018-06-28,Arslanbob_Valley,Arslanbob,Ferghana,1600,14.3,57.2,50.0,3.12,1.7,1,100.0,
2018-06-28,Song-Kul_Lake,Son-Kul,Naryn,3016,-3.5,0.0,0.0,0.1,1.2,0,100.0,
2018-06-28,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,9.6,65.5,50.0,3.35,1.4,1,100.0,
2018-06-29,Bishkek_City,Ala-Archa,Chu,800,21.5,79.5,50.0,3.7,2.5,1,100.0,
2018-06-29,Tokmok_Area,Chu,Chu,820,17.1,73.8,50.0,3.59,2.8,1,100.0,
2018-06-29,Kemin_District,Chon-Kemin,Chu,1300,13.3,89.2,50.0,3.9,1.8,1,96.47,
2018-06-29,Sokuluk_Valley,Sokuluk,Chu,1100,14.2,79.3,50.0,3.7,1.7,1,100.0,
2018-06-29,Karakol_City,Karakol,Issyk-Kul,1750,12.4,6.3,50.0,1.88,1.9,0,98.0,
2018-06-29,Balykchy_Town,Chu,Issyk-Kul,1600,9.7,16.6,50.0,2.08,2.0,1,96.0,
2018-06-29,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,7.5,19.9,45.2,2.0,1.6,1,100.0,
2018-06-29,Toktogul_Dam,Naryn,Naryn,870,24.9,107.7,50.0,4.47,4.5,0,98.0,
2018-06-29,Naryn_City,Naryn,Naryn,2050,14.0,111.1,50.0,4.54,3.2,1,96.0,99.33333333333333
2018-06-29,Kazarman_Area,Naryn,Naryn,1300,18.0,114.0,50.0,4.6,2.8,1,100.0,99.33333333333333
2018-06-29,Talas_City,Talas,Talas,1280,18.5,78.1,50.0,3.65,2.3,1,98.0,89.47368421052632
2018-06-29,Kirov_Dam,Talas,Talas,1090,16.2,65.7,50.0,3.4,3.8,0,100.0,
2018-06-29,Osh_City,Ak-Buura,Ferghana,940,19.3,79.9,50.0,3.69,2.4,1,98.0,
2018-06-29,Jalal-Abad_City,Kogart,Ferghana,760,20.1,61.9,50.0,3.33,2.1,1,96.0,
2018-06-29,Batken_Area,Syr Darya,Ferghana,1050,17.1,71.9,50.0,3.53,2.6,1,100.0,
2018-06-29,Arslanbob_Valley,Arslanbob,Ferghana,1600,14.9,77.1,50.0,3.63,1.7,1,100.0,
2018-06-29,Song-Kul_Lake,Son-Kul,Naryn,3016,11.6,114.5,50.0,4.6,1.2,1,100.0,
2018-06-29,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,7.9,29.8,47.6,2.27,1.4,1,100.0,
2018-06-30,Bishkek_City,Ala-Archa,Chu,800,22.2,77.0,50.0,3.75,2.5,1,98.0,
2018-06-30,Tokmok_Area,Chu,Chu,820,21.6,79.9,50.0,3.81,2.8,1,96.0,
2018-06-30,Kemin_District,Chon-Kemin,Chu,1300,19.3,94.5,50.0,4.1,1.8,1,94.0,
2018-06-30,Sokuluk_Valley,Sokuluk,Chu,1100,20.2,91.2,50.0,4.04,1.7,1,100.0,
2018-06-30,Karakol_City,Karakol,Issyk-Kul,1750,13.4,33.2,50.0,2.53,1.9,1,100.0,
2018-06-30,Balykchy_Town,Chu,Issyk-Kul,1600,10.2,27.5,50.0,2.41,2.0,1,100.0,
2018-06-30,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,8.1,55.0,48.6,2.92,1.6,1,100.0,
2018-06-30,Toktogul_Dam,Naryn,Naryn,870,20.9,92.0,50.0,4.06,4.5,0,98.0,
2018-06-30,Naryn_City,Naryn,Naryn,2050,10.7,93.9,50.0,4.1,3.2,1,96.0,90.22222222222221
2018-06-30,Kazarman_Area,Naryn,Naryn,1300,21.5,81.8,50.0,3.85,2.8,1,100.0,90.22222222222221
2018-06-30,Talas_City,Talas,Talas,1280,13.9,59.6,50.0,3.29,2.3,1,100.0,88.94736842105263
2018-06-30,Kirov_Dam,Talas,Talas,1090,17.1,64.0,50.0,3.38,3.8,0,98.0,
2018-06-30,Osh_City,Ak-Buura,Ferghana,940,11.4,15.3,50.0,2.11,2.4,0,96.0,
2018-06-30,Jalal-Abad_City,Kogart,Ferghana,760,13.5,28.7,50.0,2.38,2.1,1,100.0,
2018-06-30,Batken_Area,Syr Darya,Ferghana,1050,11.1,15.5,50.0,2.11,2.6,0,98.0,
2018-06-30,Arslanbob_Valley,Arslanbob,Ferghana,1600,13.2,19.7,50.0,2.2,1.7,1,96.0,
2018-06-30,Song-Kul_Lake,Son-Kul,Naryn,3016,7.9,122.1,47.6,4.59,1.2,1,94.0,
2018-06-30,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,9.4,29.6,50.0,2.47,1.4,1,92.0,
2018-07-01,Bishkek_City,Ala-Archa,Chu,800,20.2,30.2,50.0,2.45,2.5,0,90.0,
2018-07-01,Tokmok_Area,Chu,Chu,820,18.1,26.3,50.0,2.37,2.8,0,88.0,
2018-07-01,Kemin_District,Chon-Kemin,Chu,1300,18.5,34.2,50.0,2.53,1.8,1,86.0,
2018-07-01,Sokuluk_Valley,Sokuluk,Chu,1100,17.5,30.5,50.0,2.45,1.7,1,84.0,
2018-07-01,Karakol_City,Karakol,Issyk-Kul,1750,13.3,20.0,50.0,2.11,1.9,1,82.0,
2018-07-01,Balykchy_Town,Chu,Issyk-Kul,1600,14.1,17.6,50.0,2.06,2.0,1,80.0,
2018-07-01,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,15.0,17.1,50.0,2.05,1.6,1,78.0,
2018-07-01,Toktogul_Dam,Naryn,Naryn,870,18.3,15.7,50.0,1.96,4.5,0,76.0,
2018-07-01,Naryn_City,Naryn,Naryn,2050,7.6,16.0,30.2,1.37,3.2,0,74.0,43.55555555555555
2018-07-01,Kazarman_Area,Naryn,Naryn,1300,13.7,4.5,50.0,1.73,2.8,0,72.0,43.55555555555555
2018-07-01,Talas_City,Talas,Talas,1280,14.1,0.0,50.0,1.43,2.3,0,70.0,37.631578947368425
2018-07-01,Kirov_Dam,Talas,Talas,1090,15.2,0.0,50.0,1.43,3.8,0,68.0,
2018-07-01,Osh_City,Ak-Buura,Ferghana,940,9.0,0.0,35.9,0.84,2.4,0,66.0,
2018-07-01,Jalal-Abad_City,Kogart,Ferghana,760,11.0,0.0,44.0,1.09,2.1,0,64.0,
2018-07-01,Batken_Area,Syr Darya,Ferghana,1050,9.9,0.0,39.4,0.95,2.6,0,62.0,
2018-07-01,Arslanbob_Valley,Arslanbob,Ferghana,1600,6.9,0.0,27.7,0.6,1.7,0,60.0,
2018-07-01,Song-Kul_Lake,Son-Kul,Naryn,3016,2.3,28.4,9.0,0.98,1.2,0,58.0,
2018-07-01,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,9.9,27.0,39.6,1.92,1.4,1,56.0,
2018-07-02,Bishkek_City,Ala-Archa,Chu,800,19.5,30.6,50.0,2.59,2.5,1,54.0,
2018-07-02,Tokmok_Area,Chu,Chu,820,21.3,44.3,50.0,2.86,2.8,1,52.0,
2018-07-02,Kemin_District,Chon-Kemin,Chu,1300,19.7,64.1,50.0,3.26,1.8,1,50.0,
2018-07-02,Sokuluk_Valley,Sokuluk,Chu,1100,17.4,44.3,50.0,2.86,1.7,1,48.0,
2018-07-02,Karakol_City,Karakol,Issyk-Kul,1750,16.0,41.6,50.0,2.72,1.9,1,46.0,
2018-07-02,Balykchy_Town,Chu,Issyk-Kul,1600,16.3,46.4,50.0,2.82,2.0,1,44.0,
2018-07-02,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,17.1,41.3,50.0,2.72,1.6,1,42.0,
2018-07-02,Toktogul_Dam,Naryn,Naryn,870,15.6,0.0,50.0,1.62,4.5,0,40.0,
2018-07-02,Naryn_City,Naryn,Naryn,2050,8.3,11.0,33.2,1.34,3.2,0,38.0,36.00000000000001
2018-07-02,Kazarman_Area,Naryn,Naryn,1300,14.7,4.9,50.0,1.72,2.8,0,36.0,36.00000000000001
2018-07-02,Talas_City,Talas,Talas,1280,18.3,23.7,50.0,2.26,2.3,0,34.0,60.78947368421053
2018-07-02,Kirov_Dam,Talas,Talas,1090,18.1,26.0,50.0,2.31,3.8,0,32.0,
2018-07-02,Osh_City,Ak-Buura,Ferghana,940,14.8,35.4,50.0,2.52,2.4,1,30.0,
2018-07-02,Jalal-Abad_City,Kogart,Ferghana,760,19.1,35.4,50.0,2.51,2.1,1,28.0,
2018-07-02,Batken_Area,Syr Darya,Ferghana,1050,12.6,39.8,50.0,2.6,2.6,1,26.0,
2018-07-02,Arslanbob_Valley,Arslanbob,Ferghana,1600,17.7,28.7,50.0,2.38,1.7,1,24.0,
2018-07-02,Song-Kul_Lake,Son-Kul,Naryn,3016,3.6,26.2,14.3,1.07,1.2,0,22.0,
2018-07-02,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,12.8,26.4,50.0,2.23,1.4,1,20.0,
2018-07-03,Bishkek_City,Ala-Archa,Chu,800,24.2,38.0,50.0,2.76,2.5,1,18.0,
2018-07-03,Tokmok_Area,Chu,Chu,820,25.4,48.8,50.0,2.98,2.8,1,16.0,
2018-07-03,Kemin_District,Chon-Kemin,Chu,1300,24.0,63.3,50.0,3.27,1.8,1,14.0,
2018-07-03,Sokuluk_Valley,Sokuluk,Chu,1100,21.7,50.1,50.0,3.01,1.7,1,12.0,
2018-07-03,Karakol_City,Karakol,Issyk-Kul,1750,14.1,41.0,50.0,2.72,1.9,1,10.0,
2018-07-03,Balykchy_Town,Chu,Issyk-Kul,1600,18.5,30.7,50.0,2.51,2.0,1,8.0,
2018-07-03,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,15.2,47.9,50.0,2.86,1.6,1,6.0,
2018-07-03,Toktogul_Dam,Naryn,Naryn,870,19.5,12.6,50.0,1.92,4.5,0,4.0,
2018-07-03,Naryn_City,Naryn,Naryn,2050,11.9,24.2,47.5,2.08,3.2,0,2.0,42.666666666666664
2018-07-03,Kazarman_Area,Naryn,Naryn,1300,10.0,23.9,39.8,1.84,2.8,0,0.0,42.666666666666664
2018-07-03,Talas_City,Talas,Talas,1280,18.4,49.6,50.0,2.83,2.3,1,0.0,67.10526315789474
2018-07-03,Kirov_Dam,Talas,Talas,1090,16.7,35.4,50.0,2.55,3.8,0,0.0,
2018-07-03,Osh_City,Ak-Buura,Ferghana,940,19.1,33.3,50.0,2.47,2.4,1,0.0,
2018-07-03,Jalal-Abad_City,Kogart,Ferghana,760,19.2,2.0,50.0,1.84,2.1,0,0.0,
2018-07-03,Batken_Area,Syr Darya,Ferghana,1050,17.0,43.5,50.0,2.67,2.6,1,0.0,
2018-07-03,Arslanbob_Valley,Arslanbob,Ferghana,1600,17.7,23.0,50.0,2.26,1.7,1,0.0,
2018-07-03,Song-Kul_Lake,Son-Kul,Naryn,3016,6.5,40.1,26.2,1.75,1.2,1,0.0,
2018-07-03,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,13.4,49.2,50.0,2.94,1.4,1,0.0,
2018-07-04,Bishkek_City,Ala-Archa,Chu,800,24.2,49.3,50.0,3.03,2.5,1,0.0,
2018-07-04,Tokmok_Area,Chu,Chu,820,26.0,51.9,50.0,3.09,2.8,1,0.0,
2018-07-04,Kemin_District,Chon-Kemin,Chu,1300,25.2,71.2,50.0,3.47,1.8,1,0.0,
2018-07-04,Sokuluk_Valley,Sokuluk,Chu,1100,25.3,65.4,50.0,3.35,1.7,1,0.0,
2018-07-04,Karakol_City,Karakol,Issyk-Kul,1750,13.2,30.7,50.0,2.41,1.9,1,0.0,
2018-07-04,Balykchy_Town,Chu,Issyk-Kul,1600,15.5,7.4,50.0,1.94,2.0,0,0.0,
2018-07-04,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,12.7,34.7,50.0,2.48,1.6,1,0.0,
2018-07-04,Toktogul_Dam,Naryn,Naryn,870,18.7,46.6,50.0,2.85,4.5,0,0.0,
2018-07-04,Naryn_City,Naryn,Naryn,2050,15.1,42.1,50.0,2.76,3.2,0,0.0,63.33333333333333
2018-07-04,Kazarman_Area,Naryn,Naryn,1300,24.3,32.2,50.0,2.56,2.8,0,0.0,63.33333333333333
2018-07-04,Talas_City,Talas,Talas,1280,15.6,27.2,50.0,2.35,2.3,1,0.0,62.89473684210527
2018-07-04,Kirov_Dam,Talas,Talas,1090,19.9,29.2,50.0,2.39,3.8,0,0.0,
2018-07-04,Osh_City,Ak-Buura,Ferghana,940,18.5,0.0,50.0,1.64,2.4,0,0.0,
2018-07-04,Jalal-Abad_City,Kogart,Ferghana,760,12.6,8.5,50.0,1.81,2.1,0,0.0,
2018-07-04,Batken_Area,Syr Darya,Ferghana,1050,16.1,0.0,50.0,1.64,2.6,0,0.0,
2018-07-04,Arslanbob_Valley,Arslanbob,Ferghana,1600,14.7,28.6,50.0,2.21,1.7,1,0.0,
2018-07-04,Song-Kul_Lake,Son-Kul,Naryn,3016,7.9,64.1,31.7,2.65,1.2,1,0.0,
2018-07-04,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,13.9,46.7,50.0,2.83,1.4,1,0.0,
2018-07-05,Bishkek_City,Ala-Archa,Chu,800,19.3,32.6,50.0,2.66,2.5,1,0.0,
2018-07-05,Tokmok_Area,Chu,Chu,820,20.0,55.6,50.0,3.12,2.8,1,0.0,
2018-07-05,Kemin_District,Chon-Kemin,Chu,1300,21.5,47.5,50.0,2.96,1.8,1,0.0,
2018-07-05,Sokuluk_Valley,Sokuluk,Chu,1100,19.3,54.0,50.0,3.09,1.7,1,0.0,
2018-07-05,Karakol_City,Karakol,Issyk-Kul,1750,15.6,31.3,50.0,2.4,1.9,1,0.0,
2018-07-05,Balykchy_Town,Chu,Issyk-Kul,1600,16.1,23.1,50.0,2.24,2.0,1,0.0,
2018-07-05,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,21.3,17.6,50.0,2.13,1.6,1,0.0,
2018-07-05,Toktogul_Dam,Naryn,Naryn,870,21.9,41.2,50.0,2.77,4.5,0,0.0,
2018-07-05,Naryn_City,Naryn,Naryn,2050,20.1,53.1,50.0,3.0,3.2,0,0.0,61.55555555555555
2018-07-05,Kazarman_Area,Naryn,Naryn,1300,18.7,54.4,50.0,3.03,2.8,1,0.0,61.55555555555555
2018-07-05,Talas_City,Talas,Talas,1280,21.0,75.6,50.0,3.66,2.3,1,0.0,90.52631578947368
2018-07-05,Kirov_Dam,Talas,Talas,1090,21.3,64.4,50.0,3.44,3.8,0,0.0,
2018-07-05,Osh_City,Ak-Buura,Ferghana,940,29.4,107.6,50.0,4.54,2.4,1,0.0,
2018-07-05,Jalal-Abad_City,Kogart,Ferghana,760,27.8,91.1,50.0,4.21,2.1,1,0.0,
2018-07-05,Batken_Area,Syr Darya,Ferghana,1050,27.7,88.2,50.0,4.15,2.6,1,0.0,
2018-07-05,Arslanbob_Valley,Arslanbob,Ferghana,1600,23.3,100.8,50.0,4.41,1.7,1,0.0,
2018-07-05,Song-Kul_Lake,Son-Kul,Naryn,3016,12.8,62.3,50.0,3.19,1.2,1,0.0,
2018-07-05,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,14.6,35.0,50.0,2.5,1.4,1,32.309999999999995,
2018-07-06,Bishkek_City,Ala-Archa,Chu,800,29.1,82.7,50.0,3.97,2.5,1,87.78999999999999,
2018-07-06,Tokmok_Area,Chu,Chu,820,27.2,102.7,50.0,4.37,2.8,1,100.0,
2018-07-06,Kemin_District,Chon-Kemin,Chu,1300,27.1,89.2,50.0,4.1,1.8,1,98.0,
2018-07-06,Sokuluk_Valley,Sokuluk,Chu,1100,22.8,92.3,50.0,4.16,1.7,1,100.0,
2018-07-06,Karakol_City,Karakol,Issyk-Kul,1750,12.4,45.8,49.6,2.79,1.9,1,100.0,
2018-07-06,Balykchy_Town,Chu,Issyk-Kul,1600,12.9,41.6,50.0,2.72,2.0,1,100.0,
2018-07-06,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,18.9,44.4,50.0,2.78,1.6,1,98.0,
2018-07-06,Toktogul_Dam,Naryn,Naryn,870,23.5,62.7,50.0,3.31,4.5,0,100.0,
2018-07-06,Naryn_City,Naryn,Naryn,2050,15.1,61.6,50.0,3.29,3.2,1,100.0,73.55555555555556
2018-07-06,Kazarman_Area,Naryn,Naryn,1300,19.9,64.9,50.0,3.35,2.8,1,98.0,73.55555555555556
2018-07-06,Talas_City,Talas,Talas,1280,18.7,39.5,50.0,2.64,2.3,1,96.0,61.31578947368421
2018-07-06,Kirov_Dam,Talas,Talas,1090,20.3,23.9,50.0,2.33,3.8,0,100.0,
2018-07-06,Osh_City,Ak-Buura,Ferghana,940,25.8,84.8,50.0,3.97,2.4,1,98.0,
2018-07-06,Jalal-Abad_City,Kogart,Ferghana,760,27.2,88.7,50.0,4.05,2.1,1,96.0,
2018-07-06,Batken_Area,Syr Darya,Ferghana,1050,25.2,96.8,50.0,4.21,2.6,1,94.0,
2018-07-06,Arslanbob_Valley,Arslanbob,Ferghana,1600,18.5,102.3,50.0,4.32,1.7,1,100.0,
2018-07-06,Song-Kul_Lake,Son-Kul,Naryn,3016,10.9,74.7,43.7,3.36,1.2,1,98.0,
2018-07-06,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,23.2,95.4,50.0,4.14,1.4,1,96.0,
2018-07-07,Bishkek_City,Ala-Archa,Chu,800,24.4,24.8,50.0,2.33,2.5,0,100.0,
2018-07-07,Tokmok_Area,Chu,Chu,820,20.9,19.7,50.0,2.23,2.8,0,98.0,
2018-07-07,Kemin_District,Chon-Kemin,Chu,1300,20.5,26.6,50.0,2.37,1.8,1,96.0,
2018-07-07,Sokuluk_Valley,Sokuluk,Chu,1100,15.9,26.8,50.0,2.37,1.7,1,94.0,
2018-07-07,Karakol_City,Karakol,Issyk-Kul,1750,15.7,46.7,50.0,2.85,1.9,1,92.0,
2018-07-07,Balykchy_Town,Chu,Issyk-Kul,1600,20.4,35.8,50.0,2.63,2.0,1,90.0,
2018-07-07,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,15.6,34.5,50.0,2.61,1.6,1,100.0,
2018-07-07,Toktogul_Dam,Naryn,Naryn,870,21.5,32.8,50.0,2.49,4.5,0,98.0,
2018-07-07,Naryn_City,Naryn,Naryn,2050,9.6,44.0,38.5,2.36,3.2,0,96.0,55.333333333333336
2018-07-07,Kazarman_Area,Naryn,Naryn,1300,16.9,21.0,50.0,2.25,2.8,0,94.0,55.333333333333336
2018-07-07,Talas_City,Talas,Talas,1280,19.0,56.5,50.0,3.19,2.3,1,100.0,84.73684210526316
2018-07-07,Kirov_Dam,Talas,Talas,1090,22.9,58.3,50.0,3.22,3.8,0,100.0,
2018-07-07,Osh_City,Ak-Buura,Ferghana,940,22.5,59.4,50.0,3.29,2.4,1,98.0,
2018-07-07,Jalal-Abad_City,Kogart,Ferghana,760,26.2,51.2,50.0,3.13,2.1,1,100.0,
2018-07-07,Batken_Area,Syr Darya,Ferghana,1050,25.6,66.2,50.0,3.43,2.6,1,100.0,
2018-07-07,Arslanbob_Valley,Arslanbob,Ferghana,1600,19.7,68.8,50.0,3.48,1.7,1,100.0,
2018-07-07,Song-Kul_Lake,Son-Kul,Naryn,3016,11.7,45.4,46.7,2.64,1.2,1,100.0,
2018-07-07,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,4.0,0.0,15.9,0.45,1.4,0,100.0,
2018-07-08,Bishkek_City,Ala-Archa,Chu,800,24.9,39.8,50.0,2.8,2.5,1,100.0,
2018-07-08,Tokmok_Area,Chu,Chu,820,24.4,40.0,50.0,2.81,2.8,1,100.0,
2018-07-08,Kemin_District,Chon-Kemin,Chu,1300,23.6,59.2,50.0,3.19,1.8,1,98.0,
2018-07-08,Sokuluk_Valley,Sokuluk,Chu,1100,19.4,56.8,50.0,3.14,1.7,1,100.0,
2018-07-08,Karakol_City,Karakol,Issyk-Kul,1750,16.4,30.3,50.0,2.42,1.9,1,100.0,
2018-07-08,Balykchy_Town,Chu,Issyk-Kul,1600,18.0,25.7,50.0,2.33,2.0,1,100.0,
2018-07-08,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,16.9,30.8,50.0,2.43,1.6,1,100.0,
2018-07-08,Toktogul_Dam,Naryn,Naryn,870,24.3,71.0,50.0,3.51,4.5,0,100.0,
2018-07-08,Naryn_City,Naryn,Naryn,2050,15.7,58.6,50.0,3.26,3.2,1,100.0,77.99999999999999
2018-07-08,Kazarman_Area,Naryn,Naryn,1300,20.3,61.7,50.0,3.32,2.8,1,100.0,77.99999999999999
2018-07-08,Talas_City,Talas,Talas,1280,24.1,67.2,50.0,3.32,2.3,1,100.0,79.21052631578948
2018-07-08,Kirov_Dam,Talas,Talas,1090,18.3,51.5,50.0,3.01,3.8,0,100.0,
2018-07-08,Osh_City,Ak-Buura,Ferghana,940,19.3,36.5,50.0,2.7,2.4,1,100.0,
2018-07-08,Jalal-Abad_City,Kogart,Ferghana,760,22.1,42.2,50.0,2.81,2.1,1,100.0,
2018-07-08,Batken_Area,Syr Darya,Ferghana,1050,24.5,52.5,50.0,3.02,2.6,1,100.0,
2018-07-08,Arslanbob_Valley,Arslanbob,Ferghana,1600,22.5,50.4,50.0,2.97,1.7,1,100.0,
2018-07-08,Song-Kul_Lake,Son-Kul,Naryn,3016,14.9,90.7,50.0,3.9,1.2,1,100.0,
2018-07-08,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,14.2,34.8,50.0,2.56,1.4,1,100.0,
2018-07-09,Bishkek_City,Ala-Archa,Chu,800,17.1,13.0,50.0,2.05,2.5,0,100.0,
2018-07-09,Tokmok_Area,Chu,Chu,820,18.9,21.0,50.0,2.21,2.8,0,100.0,
2018-07-09,Kemin_District,Chon-Kemin,Chu,1300,15.3,33.0,50.0,2.45,1.8,1,98.0,
2018-07-09,Sokuluk_Valley,Sokuluk,Chu,1100,17.6,14.5,50.0,2.08,1.7,1,100.0,
2018-07-09,Karakol_City,Karakol,Issyk-Kul,1750,16.6,62.3,50.0,3.24,1.9,1,100.0,
2018-07-09,Balykchy_Town,Chu,Issyk-Kul,1600,20.3,63.1,50.0,3.25,2.0,1,100.0,
